Date,Crop,Unit,Price
2022-09-30,Apple,₹/kg,137.55
2022-09-30,Cotton,₹/quintal,8306.62
2022-09-30,Kidneybeans,₹/quintal,8636.61
2022-09-30,Mango,₹/kg,136.13
2022-10-01,Banana,₹/kg,28.53
2022-10-01,Jute,₹/quintal,5530.75
2022-10-01,Apple,₹/kg,106.73
2022-10-02,Pigeonpeas,₹/quintal,6839.37
2022-10-02,Coffee,₹/kg,160.49
2022-10-02,Jute,₹/quintal,4625.89
2022-10-02,Mango,₹/kg,144.08
2022-10-03,Orange,₹/kg,36.14
2022-10-03,Pomegranate,₹/kg,149.32
2022-10-03,Coconut,₹/100 pieces,1978.93
2022-10-03,Cotton,₹/quintal,7394.24
2022-10-03,Mango,₹/kg,145.84
2022-10-03,Coffee,₹/kg,337.48
2022-10-04,Rice,₹/quintal,2631.23
2022-10-04,Lentil,₹/quintal,6273.63
2022-10-04,Cotton,₹/quintal,6115.89
2022-10-04,Pigeonpeas,₹/quintal,6432.2
2022-10-04,Pomegranate,₹/kg,81.96
2022-10-04,Maize,₹/quintal,2239.17
2022-10-05,Blackgram,₹/quintal,6422.58
2022-10-05,Mungbean,₹/quintal,7997.56
2022-10-05,Rice,₹/quintal,2134.02
2022-10-05,Cotton,₹/quintal,8755.39
2022-10-05,Coconut,₹/100 pieces,1776.57
2022-10-06,Banana,₹/kg,37.54
2022-10-06,Pigeonpeas,₹/quintal,6741.12
2022-10-06,Banana,₹/kg,26.7
2022-10-06,Pigeonpeas,₹/quintal,6744.48
2022-10-06,Pomegranate,₹/kg,97.14
2022-10-06,Coconut,₹/100 pieces,1807.24
2022-10-06,Banana,₹/kg,20.28
2022-10-06,Chickpea,₹/quintal,5001.66
2022-10-07,Apple,₹/kg,135.98
2022-10-07,Grapes,₹/kg,104.9
2022-10-07,Cotton,₹/quintal,8808.14
2022-10-07,Blackgram,₹/quintal,7437.51
2022-10-07,Chickpea,₹/quintal,5277.68
2022-10-07,Muskmelon,₹/kg,35.53
2022-10-07,Papaya,₹/kg,40.64
2022-10-07,Banana,₹/kg,27.53
2022-10-07,Mungbean,₹/quintal,6790.95
2022-10-07,Maize,₹/quintal,1989.08
2022-10-07,Chickpea,₹/quintal,4939.46
2022-10-08,Cotton,₹/quintal,8716.33
2022-10-08,Kidneybeans,₹/quintal,8180.07
2022-10-08,Watermelon,₹/kg,11.57
2022-10-08,Pigeonpeas,₹/quintal,8178.61
2022-10-08,Cotton,₹/quintal,8145.67
2022-10-08,Apple,₹/kg,144.37
2022-10-08,Cotton,₹/quintal,8153.93
2022-10-09,Coffee,₹/kg,280.52
2022-10-09,Mothbeans,₹/quintal,5884.64
2022-10-09,Mothbeans,₹/quintal,7207.6
2022-10-09,Watermelon,₹/kg,10.55
2022-10-10,Coffee,₹/kg,179.73
2022-10-10,Chickpea,₹/quintal,5204.7
2022-10-10,Mango,₹/kg,153.76
2022-10-10,Pomegranate,₹/kg,62.01
2022-10-10,Coconut,₹/100 pieces,2754.37
2022-10-11,Mango,₹/kg,155.51
2022-10-11,Mungbean,₹/quintal,7940.3
2022-10-11,Muskmelon,₹/kg,21.74
2022-10-12,Watermelon,₹/kg,16.36
2022-10-12,Maize,₹/quintal,1961.61
2022-10-12,Cotton,₹/quintal,7909.14
2022-10-12,Apple,₹/kg,164.55
2022-10-12,Muskmelon,₹/kg,38.57
2022-10-12,Muskmelon,₹/kg,23.61
2022-10-12,Pomegranate,₹/kg,105.41
2022-10-12,Chickpea,₹/quintal,4792.72
2022-10-13,Maize,₹/quintal,1990.76
2022-10-13,Mungbean,₹/quintal,7326.87
2022-10-13,Jute,₹/quintal,6080.18
2022-10-13,Lentil,₹/quintal,6164.23
2022-10-14,Muskmelon,₹/kg,32.22
2022-10-14,Coconut,₹/100 pieces,2854.75
2022-10-14,Grapes,₹/kg,101.88
2022-10-14,Coffee,₹/kg,380.37
2022-10-14,Maize,₹/quintal,2394.92
2022-10-14,Pomegranate,₹/kg,92.66
2022-10-15,Chickpea,₹/quintal,4939.45
2022-10-15,Lentil,₹/quintal,6975.34
2022-10-15,Jute,₹/quintal,4682.19
2022-10-15,Lentil,₹/quintal,6253.2
2022-10-15,Mungbean,₹/quintal,6997.24
2022-10-15,Rice,₹/quintal,2096.58
2022-10-16,Chickpea,₹/quintal,5330.82
2022-10-16,Watermelon,₹/kg,14.74
2022-10-16,Muskmelon,₹/kg,22.16
2022-10-16,Coconut,₹/100 pieces,1847.49
2022-10-17,Pigeonpeas,₹/quintal,6245.51
2022-10-17,Coffee,₹/kg,351.02
2022-10-17,Mothbeans,₹/quintal,7070.16
2022-10-17,Banana,₹/kg,34.25
2022-10-17,Watermelon,₹/kg,24.3
2022-10-17,Banana,₹/kg,28.26
2022-10-18,Mothbeans,₹/quintal,5934.03
2022-10-18,Orange,₹/kg,62.39
2022-10-18,Papaya,₹/kg,22.61
2022-10-19,Pigeonpeas,₹/quintal,6475.16
2022-10-19,Watermelon,₹/kg,20.42
2022-10-19,Lentil,₹/quintal,6599.02
2022-10-19,Cotton,₹/quintal,6364.83
2022-10-20,Mothbeans,₹/quintal,6353.03
2022-10-20,Lentil,₹/quintal,6364.74
2022-10-20,Kidneybeans,₹/quintal,7184.76
2022-10-20,Blackgram,₹/quintal,7749.14
2022-10-20,Kidneybeans,₹/quintal,9432.93
2022-10-21,Chickpea,₹/quintal,5221.67
2022-10-21,Pigeonpeas,₹/quintal,6368.26
2022-10-21,Blackgram,₹/quintal,7031.56
2022-10-21,Mungbean,₹/quintal,7901.46
2022-10-21,Mothbeans,₹/quintal,7456.93
2022-10-21,Maize,₹/quintal,2232.84
2022-10-21,Lentil,₹/quintal,6465.15
2022-10-22,Grapes,₹/kg,104.35
2022-10-22,Blackgram,₹/quintal,6249.39
2022-10-22,Maize,₹/quintal,2351.83
2022-10-22,Mungbean,₹/quintal,7493.7
2022-10-23,Kidneybeans,₹/quintal,7078.83
2022-10-23,Lentil,₹/quintal,5751.34
2022-10-23,Orange,₹/kg,38.18
2022-10-24,Mango,₹/kg,92.47
2022-10-24,Maize,₹/quintal,2058.84
2022-10-24,Banana,₹/kg,16.05
2022-10-24,Coffee,₹/kg,206.19
2022-10-25,Maize,₹/quintal,1938.54
2022-10-25,Cotton,₹/quintal,8716.88
2022-10-26,Pigeonpeas,₹/quintal,6175.91
2022-10-26,Orange,₹/kg,49.44
2022-10-26,Pomegranate,₹/kg,142.2
2022-10-26,Grapes,₹/kg,56.0
2022-10-26,Coffee,₹/kg,338.93
2022-10-27,Kidneybeans,₹/quintal,9475.23
2022-10-27,Muskmelon,₹/kg,34.32
2022-10-27,Apple,₹/kg,144.46
2022-10-27,Jute,₹/quintal,5778.82
2022-10-28,Mungbean,₹/quintal,6625.2
2022-10-28,Mungbean,₹/quintal,7841.6
2022-10-28,Maize,₹/quintal,1977.3
2022-10-28,Rice,₹/quintal,2583.1
2022-10-28,Muskmelon,₹/kg,23.58
2022-10-28,Lentil,₹/quintal,6770.73
2022-10-29,Grapes,₹/kg,96.9
2022-10-29,Coffee,₹/kg,158.5
2022-10-29,Muskmelon,₹/kg,30.66
2022-10-29,Watermelon,₹/kg,24.63
2022-10-29,Orange,₹/kg,66.75
2022-10-29,Mothbeans,₹/quintal,7390.43
2022-10-29,Banana,₹/kg,26.53
2022-10-30,Mothbeans,₹/quintal,7155.41
2022-10-31,Blackgram,₹/quintal,6975.95
2022-10-31,Papaya,₹/kg,44.09
2022-11-01,Apple,₹/kg,99.98
2022-11-01,Pomegranate,₹/kg,127.65
2022-11-01,Apple,₹/kg,163.48
2022-11-01,Cotton,₹/quintal,8409.21
2022-11-01,Rice,₹/quintal,2574.55
2022-11-01,Jute,₹/quintal,6379.11
2022-11-01,Grapes,₹/kg,81.83
2022-11-01,Jute,₹/quintal,5042.93
2022-11-02,Coconut,₹/100 pieces,1580.58
2022-11-02,Blackgram,₹/quintal,7275.57
2022-11-02,Orange,₹/kg,31.96
2022-11-03,Lentil,₹/quintal,6835.6
2022-11-03,Mango,₹/kg,169.57
2022-11-03,Pomegranate,₹/kg,148.67
2022-11-04,Mothbeans,₹/quintal,6387.84
2022-11-04,Jute,₹/quintal,5713.41
2022-11-04,Orange,₹/kg,39.09
2022-11-04,Coconut,₹/100 pieces,2503.75
2022-11-05,Coconut,₹/100 pieces,2030.81
2022-11-05,Papaya,₹/kg,46.42
2022-11-06,Apple,₹/kg,105.0
2022-11-06,Mothbeans,₹/quintal,5547.45
2022-11-06,Maize,₹/quintal,2028.21
2022-11-06,Papaya,₹/kg,44.26
2022-11-06,Kidneybeans,₹/quintal,7667.63
2022-11-06,Apple,₹/kg,81.25
2022-11-07,Chickpea,₹/quintal,5361.09
2022-11-07,Coffee,₹/kg,395.07
2022-11-07,Grapes,₹/kg,115.93
2022-11-08,Rice,₹/quintal,2420.71
2022-11-08,Papaya,₹/kg,49.54
2022-11-08,Watermelon,₹/kg,21.87
2022-11-08,Apple,₹/kg,170.94
2022-11-08,Blackgram,₹/quintal,7299.09
2022-11-08,Chickpea,₹/quintal,5290.64
2022-11-09,Jute,₹/quintal,4889.2
2022-11-09,Muskmelon,₹/kg,23.28
2022-11-10,Blackgram,₹/quintal,7718.97
2022-11-10,Orange,₹/kg,68.65
2022-11-10,Kidneybeans,₹/quintal,7318.03
2022-11-10,Banana,₹/kg,15.21
2022-11-11,Coffee,₹/kg,248.33
2022-11-11,Jute,₹/quintal,6314.23
2022-11-11,Coffee,₹/kg,230.7
2022-11-11,Mango,₹/kg,160.78
2022-11-12,Papaya,₹/kg,28.86
2022-11-12,Pomegranate,₹/kg,62.41
2022-11-12,Orange,₹/kg,47.82
2022-11-13,Mungbean,₹/quintal,7568.88
2022-11-13,Mothbeans,₹/quintal,7376.07
2022-11-13,Rice,₹/quintal,2140.22
2022-11-13,Lentil,₹/quintal,5560.42
2022-11-14,Mothbeans,₹/quintal,7482.31
2022-11-14,Lentil,₹/quintal,6029.53
2022-11-14,Banana,₹/kg,27.46
2022-11-14,Mango,₹/kg,56.83
2022-11-15,Banana,₹/kg,32.11
2022-11-15,Lentil,₹/quintal,6368.2
2022-11-15,Grapes,₹/kg,86.89
2022-11-15,Coconut,₹/100 pieces,2836.08
2022-11-16,Coconut,₹/100 pieces,2442.05
2022-11-16,Jute,₹/quintal,5376.93
2022-11-16,Kidneybeans,₹/quintal,9467.8
2022-11-16,Blackgram,₹/quintal,6028.14
2022-11-16,Papaya,₹/kg,36.74
2022-11-16,Muskmelon,₹/kg,20.93
2022-11-16,Lentil,₹/quintal,6386.33
2022-11-16,Rice,₹/quintal,2643.14
2022-11-16,Blackgram,₹/quintal,6083.63
2022-11-17,Lentil,₹/quintal,6640.49
2022-11-17,Jute,₹/quintal,4506.74
2022-11-17,Cotton,₹/quintal,8804.99
2022-11-18,Rice,₹/quintal,2528.99
2022-11-18,Apple,₹/kg,107.08
2022-11-18,Maize,₹/quintal,2342.43
2022-11-18,Mothbeans,₹/quintal,6502.2
2022-11-18,Mothbeans,₹/quintal,6515.92
2022-11-18,Mungbean,₹/quintal,7852.18
2022-11-18,Watermelon,₹/kg,21.03
2022-11-18,Coconut,₹/100 pieces,2137.56
2022-11-18,Mungbean,₹/quintal,6694.1
2022-11-19,Banana,₹/kg,20.74
2022-11-19,Coconut,₹/100 pieces,1909.28
2022-11-20,Rice,₹/quintal,2074.93
2022-11-20,Jute,₹/quintal,6202.38
2022-11-20,Muskmelon,₹/kg,36.44
2022-11-20,Pomegranate,₹/kg,74.3
2022-11-20,Banana,₹/kg,30.38
2022-11-20,Apple,₹/kg,81.71
2022-11-21,Mungbean,₹/quintal,7798.42
2022-11-21,Rice,₹/quintal,2231.0
2022-11-21,Mango,₹/kg,136.6
2022-11-21,Kidneybeans,₹/quintal,7576.89
2022-11-21,Mothbeans,₹/quintal,6178.23
2022-11-22,Grapes,₹/kg,111.68
2022-11-22,Orange,₹/kg,69.95
2022-11-22,Jute,₹/quintal,4876.65
2022-11-22,Cotton,₹/quintal,8060.59
2022-11-23,Grapes,₹/kg,44.11
2022-11-23,Muskmelon,₹/kg,20.81
2022-11-24,Orange,₹/kg,54.72
2022-11-24,Mungbean,₹/quintal,7263.11
2022-11-24,Watermelon,₹/kg,19.9
2022-11-24,Cotton,₹/quintal,8391.56
2022-11-24,Banana,₹/kg,35.76
2022-11-24,Grapes,₹/kg,79.36
2022-11-25,Muskmelon,₹/kg,22.63
2022-11-25,Mungbean,₹/quintal,6798.98
2022-11-25,Maize,₹/quintal,2152.95
2022-11-26,Maize,₹/quintal,2037.34
2022-11-26,Blackgram,₹/quintal,7315.01
2022-11-26,Grapes,₹/kg,110.29
2022-11-26,Orange,₹/kg,40.21
2022-11-26,Blackgram,₹/quintal,6988.01
2022-11-27,Pigeonpeas,₹/quintal,6055.66
2022-11-27,Mungbean,₹/quintal,6988.04
2022-11-27,Maize,₹/quintal,2301.63
2022-11-27,Coconut,₹/100 pieces,1504.86
2022-11-27,Chickpea,₹/quintal,4661.74
2022-11-27,Banana,₹/kg,24.18
2022-11-27,Mothbeans,₹/quintal,6303.98
2022-11-28,Grapes,₹/kg,47.63
2022-11-28,Mungbean,₹/quintal,7379.86
2022-11-28,Jute,₹/quintal,5103.66
2022-11-28,Mango,₹/kg,150.87
2022-11-29,Kidneybeans,₹/quintal,7211.43
2022-11-29,Cotton,₹/quintal,7622.36
2022-11-29,Blackgram,₹/quintal,6107.64
2022-11-29,Coconut,₹/100 pieces,2926.49
2022-11-29,Mungbean,₹/quintal,6931.69
2022-11-29,Mungbean,₹/quintal,7743.41
2022-11-29,Cotton,₹/quintal,6271.24
2022-11-30,Apple,₹/kg,136.55
2022-11-30,Kidneybeans,₹/quintal,7300.46
2022-11-30,Rice,₹/quintal,2311.71
2022-11-30,Rice,₹/quintal,2484.38
2022-11-30,Banana,₹/kg,32.24
2022-11-30,Coffee,₹/kg,261.92
2022-12-01,Papaya,₹/kg,23.4
2022-12-01,Coconut,₹/100 pieces,1864.43
2022-12-01,Rice,₹/quintal,2025.81
2022-12-01,Coconut,₹/100 pieces,2350.02
2022-12-01,Banana,₹/kg,36.28
2022-12-01,Cotton,₹/quintal,6194.55
2022-12-01,Lentil,₹/quintal,6868.15
2022-12-02,Watermelon,₹/kg,12.62
2022-12-02,Apple,₹/kg,80.47
2022-12-02,Mothbeans,₹/quintal,6408.38
2022-12-03,Watermelon,₹/kg,13.98
2022-12-04,Cotton,₹/quintal,6572.72
2022-12-04,Jute,₹/quintal,5794.57
2022-12-04,Mungbean,₹/quintal,7003.73
2022-12-04,Orange,₹/kg,52.96
2022-12-04,Coconut,₹/100 pieces,2752.24
2022-12-05,Mothbeans,₹/quintal,7361.19
2022-12-05,Cotton,₹/quintal,6451.97
2022-12-06,Orange,₹/kg,65.78
2022-12-06,Kidneybeans,₹/quintal,8232.62
2022-12-06,Cotton,₹/quintal,7031.99
2022-12-06,Kidneybeans,₹/quintal,9017.49
2022-12-07,Mungbean,₹/quintal,7578.99
2022-12-07,Cotton,₹/quintal,8044.53
2022-12-07,Mango,₹/kg,176.04
2022-12-07,Cotton,₹/quintal,8116.42
2022-12-08,Mothbeans,₹/quintal,6052.31
2022-12-08,Mothbeans,₹/quintal,6757.01
2022-12-08,Chickpea,₹/quintal,4900.04
2022-12-08,Chickpea,₹/quintal,5494.4
2022-12-08,Muskmelon,₹/kg,32.63
2022-12-09,Jute,₹/quintal,6285.49
2022-12-09,Chickpea,₹/quintal,4842.36
2022-12-09,Coffee,₹/kg,215.09
2022-12-09,Grapes,₹/kg,80.42
2022-12-10,Mothbeans,₹/quintal,6834.81
2022-12-10,Blackgram,₹/quintal,6039.53
2022-12-10,Rice,₹/quintal,2484.62
2022-12-10,Pigeonpeas,₹/quintal,6175.02
2022-12-10,Coffee,₹/kg,177.87
2022-12-11,Watermelon,₹/kg,17.02
2022-12-11,Mothbeans,₹/quintal,6915.08
2022-12-11,Coconut,₹/100 pieces,2667.94
2022-12-11,Kidneybeans,₹/quintal,9412.93
2022-12-11,Blackgram,₹/quintal,7065.16
2022-12-11,Mungbean,₹/quintal,7989.2
2022-12-12,Coffee,₹/kg,290.94
2022-12-12,Pomegranate,₹/kg,137.98
2022-12-12,Watermelon,₹/kg,24.05
2022-12-12,Maize,₹/quintal,1973.24
2022-12-12,Banana,₹/kg,26.89
2022-12-12,Watermelon,₹/kg,11.93
2022-12-12,Mungbean,₹/quintal,7647.46
2022-12-13,Coconut,₹/100 pieces,2877.63
2022-12-14,Coffee,₹/kg,282.96
2022-12-14,Lentil,₹/quintal,5671.47
2022-12-14,Mothbeans,₹/quintal,5686.82
2022-12-14,Pomegranate,₹/kg,121.74
2022-12-14,Coconut,₹/100 pieces,1616.76
2022-12-14,Apple,₹/kg,98.43
2022-12-15,Cotton,₹/quintal,6038.82
2022-12-15,Banana,₹/kg,35.92
2022-12-15,Maize,₹/quintal,2017.82
2022-12-15,Apple,₹/kg,100.56
2022-12-16,Mango,₹/kg,161.83
2022-12-16,Rice,₹/quintal,2387.98
2022-12-16,Orange,₹/kg,64.23
2022-12-17,Apple,₹/kg,119.01
2022-12-17,Jute,₹/quintal,6489.76
2022-12-17,Pomegranate,₹/kg,147.78
2022-12-18,Grapes,₹/kg,65.05
2022-12-18,Lentil,₹/quintal,5544.54
2022-12-18,Mothbeans,₹/quintal,6848.48
2022-12-19,Kidneybeans,₹/quintal,9401.39
2022-12-19,Cotton,₹/quintal,7032.02
2022-12-19,Pomegranate,₹/kg,111.37
2022-12-19,Chickpea,₹/quintal,4719.22
2022-12-19,Mango,₹/kg,122.16
2022-12-19,Rice,₹/quintal,2662.52
2022-12-19,Chickpea,₹/quintal,4875.27
2022-12-20,Papaya,₹/kg,38.16
2022-12-20,Mothbeans,₹/quintal,6248.63
2022-12-20,Maize,₹/quintal,2144.69
2022-12-20,Pigeonpeas,₹/quintal,6553.25
2022-12-20,Blackgram,₹/quintal,7849.75
2022-12-20,Coffee,₹/kg,308.41
2022-12-21,Kidneybeans,₹/quintal,7453.49
2022-12-21,Muskmelon,₹/kg,41.29
2022-12-21,Pigeonpeas,₹/quintal,7093.49
2022-12-21,Papaya,₹/kg,49.0
2022-12-21,Papaya,₹/kg,45.38
2022-12-21,Mungbean,₹/quintal,7485.08
2022-12-21,Grapes,₹/kg,45.22
2022-12-22,Coffee,₹/kg,371.57
2022-12-22,Mango,₹/kg,152.32
2022-12-22,Orange,₹/kg,55.89
2022-12-22,Muskmelon,₹/kg,29.51
2022-12-23,Mango,₹/kg,73.04
2022-12-23,Muskmelon,₹/kg,23.17
2022-12-23,Maize,₹/quintal,2010.62
2022-12-23,Mango,₹/kg,48.16
2022-12-23,Maize,₹/quintal,1849.93
2022-12-24,Pigeonpeas,₹/quintal,6412.57
2022-12-24,Mothbeans,₹/quintal,6535.39
2022-12-24,Pigeonpeas,₹/quintal,6737.59
2022-12-24,Mungbean,₹/quintal,6886.85
2022-12-24,Kidneybeans,₹/quintal,7564.76
2022-12-25,Jute,₹/quintal,5946.37
2022-12-25,Muskmelon,₹/kg,35.27
2022-12-25,Grapes,₹/kg,79.52
2022-12-25,Mothbeans,₹/quintal,5859.1
2022-12-25,Kidneybeans,₹/quintal,8140.38
2022-12-25,Mango,₹/kg,54.89
2022-12-26,Mothbeans,₹/quintal,6260.51
2022-12-26,Mungbean,₹/quintal,7824.73
2022-12-27,Pomegranate,₹/kg,131.93
2022-12-27,Mungbean,₹/quintal,7869.09
2022-12-27,Mango,₹/kg,121.12
2022-12-27,Lentil,₹/quintal,6485.28
2022-12-27,Mothbeans,₹/quintal,5518.15
2022-12-28,Apple,₹/kg,168.22
2022-12-28,Muskmelon,₹/kg,20.81
2022-12-28,Pomegranate,₹/kg,122.77
2022-12-28,Coffee,₹/kg,251.77
2022-12-29,Jute,₹/quintal,4560.75
2022-12-29,Chickpea,₹/quintal,4907.56
2022-12-29,Rice,₹/quintal,2236.6
2022-12-30,Banana,₹/kg,35.06
2022-12-30,Watermelon,₹/kg,13.97
2022-12-30,Watermelon,₹/kg,11.7
2022-12-30,Coconut,₹/100 pieces,1647.03
2022-12-30,Maize,₹/quintal,2243.43
2022-12-30,Muskmelon,₹/kg,32.76
2022-12-31,Papaya,₹/kg,39.49
2022-12-31,Pomegranate,₹/kg,117.96
2022-12-31,Rice,₹/quintal,2712.02
2022-12-31,Chickpea,₹/quintal,5016.96
2023-01-01,Kidneybeans,₹/quintal,7406.67
2023-01-01,Jute,₹/quintal,5195.5
2023-01-01,Grapes,₹/kg,113.84
2023-01-01,Cotton,₹/quintal,8577.76
2023-01-01,Grapes,₹/kg,46.41
2023-01-02,Lentil,₹/quintal,6673.1
2023-01-02,Kidneybeans,₹/quintal,7842.17
2023-01-02,Papaya,₹/kg,34.35
2023-01-03,Jute,₹/quintal,4946.45
2023-01-03,Pigeonpeas,₹/quintal,8105.5
2023-01-03,Kidneybeans,₹/quintal,7390.42
2023-01-03,Mothbeans,₹/quintal,5866.02
2023-01-03,Blackgram,₹/quintal,7459.79
2023-01-03,Cotton,₹/quintal,7546.33
2023-01-03,Banana,₹/kg,22.63
2023-01-04,Chickpea,₹/quintal,4618.64
2023-01-04,Jute,₹/quintal,6320.64
2023-01-04,Maize,₹/quintal,2304.94
2023-01-04,Rice,₹/quintal,2651.96
2023-01-04,Apple,₹/kg,113.16
2023-01-04,Mungbean,₹/quintal,7199.02
2023-01-04,Rice,₹/quintal,2343.23
2023-01-04,Mothbeans,₹/quintal,7044.36
2023-01-05,Pigeonpeas,₹/quintal,6942.2
2023-01-05,Mungbean,₹/quintal,7406.62
2023-01-05,Lentil,₹/quintal,5714.21
2023-01-05,Jute,₹/quintal,5936.64
2023-01-06,Pomegranate,₹/kg,106.52
2023-01-06,Blackgram,₹/quintal,7726.01
2023-01-06,Pigeonpeas,₹/quintal,7008.16
2023-01-06,Banana,₹/kg,39.16
2023-01-06,Coconut,₹/100 pieces,2314.61
2023-01-07,Lentil,₹/quintal,6514.22
2023-01-07,Mungbean,₹/quintal,7960.76
2023-01-07,Pigeonpeas,₹/quintal,6578.99
2023-01-07,Papaya,₹/kg,34.74
2023-01-07,Maize,₹/quintal,2167.8
2023-01-07,Apple,₹/kg,143.27
2023-01-08,Muskmelon,₹/kg,33.98
2023-01-08,Pomegranate,₹/kg,106.83
2023-01-08,Kidneybeans,₹/quintal,7086.24
2023-01-09,Coffee,₹/kg,221.3
2023-01-09,Mungbean,₹/quintal,6899.18
2023-01-10,Lentil,₹/quintal,6119.13
2023-01-10,Banana,₹/kg,18.09
2023-01-10,Kidneybeans,₹/quintal,8240.52
2023-01-10,Kidneybeans,₹/quintal,8421.62
2023-01-10,Watermelon,₹/kg,21.21
2023-01-10,Muskmelon,₹/kg,41.99
2023-01-10,Coffee,₹/kg,284.02
2023-01-10,Muskmelon,₹/kg,36.8
2023-01-11,Blackgram,₹/quintal,6333.78
2023-01-11,Cotton,₹/quintal,6053.88
2023-01-11,Maize,₹/quintal,2245.82
2023-01-12,Mothbeans,₹/quintal,7124.57
2023-01-12,Orange,₹/kg,31.51
2023-01-12,Grapes,₹/kg,112.6
2023-01-13,Blackgram,₹/quintal,7077.23
2023-01-14,Orange,₹/kg,46.71
2023-01-14,Orange,₹/kg,64.95
2023-01-14,Chickpea,₹/quintal,5288.42
2023-01-14,Chickpea,₹/quintal,4535.62
2023-01-16,Pomegranate,₹/kg,62.04
2023-01-16,Lentil,₹/quintal,6334.97
2023-01-16,Blackgram,₹/quintal,7367.78
2023-01-16,Coffee,₹/kg,211.67
2023-01-17,Mango,₹/kg,113.98
2023-01-17,Pigeonpeas,₹/quintal,6885.43
2023-01-17,Mothbeans,₹/quintal,5625.15
2023-01-18,Mungbean,₹/quintal,7650.92
2023-01-18,Cotton,₹/quintal,7597.31
2023-01-18,Mungbean,₹/quintal,7502.06
2023-01-18,Papaya,₹/kg,22.91
2023-01-18,Mango,₹/kg,64.61
2023-01-18,Kidneybeans,₹/quintal,7516.97
2023-01-19,Watermelon,₹/kg,16.44
2023-01-19,Watermelon,₹/kg,10.28
2023-01-20,Coconut,₹/100 pieces,2535.89
2023-01-20,Coconut,₹/100 pieces,2831.31
2023-01-20,Banana,₹/kg,33.89
2023-01-20,Mothbeans,₹/quintal,5512.56
2023-01-21,Pigeonpeas,₹/quintal,6136.02
2023-01-21,Chickpea,₹/quintal,5144.67
2023-01-21,Pigeonpeas,₹/quintal,6453.71
2023-01-21,Apple,₹/kg,177.18
2023-01-21,Apple,₹/kg,174.68
2023-01-21,Pigeonpeas,₹/quintal,6191.48
2023-01-22,Pomegranate,₹/kg,113.25
2023-01-22,Apple,₹/kg,113.99
2023-01-22,Blackgram,₹/quintal,6676.3
2023-01-22,Mango,₹/kg,166.1
2023-01-22,Mothbeans,₹/quintal,6920.5
2023-01-22,Rice,₹/quintal,2534.93
2023-01-22,Cotton,₹/quintal,7749.2
2023-01-22,Mungbean,₹/quintal,7940.52
2023-01-23,Jute,₹/quintal,5108.16
2023-01-23,Lentil,₹/quintal,6581.07
2023-01-23,Grapes,₹/kg,68.24
2023-01-23,Coffee,₹/kg,301.02
2023-01-24,Kidneybeans,₹/quintal,7353.84
2023-01-24,Orange,₹/kg,59.96
2023-01-24,Banana,₹/kg,31.95
2023-01-24,Maize,₹/quintal,2179.05
2023-01-24,Blackgram,₹/quintal,6503.71
2023-01-24,Orange,₹/kg,66.37
2023-01-24,Blackgram,₹/quintal,6158.76
2023-01-24,Blackgram,₹/quintal,7749.29
2023-01-25,Pigeonpeas,₹/quintal,7472.71
2023-01-26,Pigeonpeas,₹/quintal,8062.2
2023-01-26,Mango,₹/kg,143.16
2023-01-26,Jute,₹/quintal,6102.47
2023-01-26,Coconut,₹/100 pieces,2306.07
2023-01-26,Coffee,₹/kg,202.13
2023-01-26,Kidneybeans,₹/quintal,8614.01
2023-01-27,Grapes,₹/kg,108.57
2023-01-27,Coffee,₹/kg,182.53
2023-01-27,Coffee,₹/kg,216.45
2023-01-27,Pomegranate,₹/kg,95.25
2023-01-27,Mothbeans,₹/quintal,6487.4
2023-01-27,Orange,₹/kg,56.32
2023-01-28,Coffee,₹/kg,201.37
2023-01-28,Cotton,₹/quintal,6022.39
2023-01-28,Banana,₹/kg,26.0
2023-01-28,Mungbean,₹/quintal,7756.61
2023-01-28,Pigeonpeas,₹/quintal,8297.1
2023-01-29,Mango,₹/kg,157.31
2023-01-30,Mango,₹/kg,71.61
2023-01-30,Apple,₹/kg,80.6
2023-01-31,Mungbean,₹/quintal,7517.71
2023-01-31,Kidneybeans,₹/quintal,9096.4
2023-01-31,Jute,₹/quintal,6368.04
2023-02-01,Coffee,₹/kg,226.13
2023-02-01,Coconut,₹/100 pieces,2400.39
2023-02-01,Banana,₹/kg,23.7
2023-02-01,Chickpea,₹/quintal,5180.77
2023-02-01,Muskmelon,₹/kg,40.32
2023-02-03,Mothbeans,₹/quintal,6470.93
2023-02-03,Lentil,₹/quintal,6178.89
2023-02-03,Rice,₹/quintal,2601.69
2023-02-03,Watermelon,₹/kg,15.81
2023-02-03,Pomegranate,₹/kg,83.18
2023-02-04,Apple,₹/kg,84.34
2023-02-04,Cotton,₹/quintal,6692.56
2023-02-04,Pigeonpeas,₹/quintal,6153.4
2023-02-04,Pigeonpeas,₹/quintal,6842.27
2023-02-05,Lentil,₹/quintal,6388.18
2023-02-05,Blackgram,₹/quintal,6271.82
2023-02-05,Mungbean,₹/quintal,7801.24
2023-02-06,Kidneybeans,₹/quintal,7967.16
2023-02-06,Orange,₹/kg,46.99
2023-02-06,Muskmelon,₹/kg,38.72
2023-02-06,Coconut,₹/100 pieces,2906.26
2023-02-07,Pigeonpeas,₹/quintal,8050.77
2023-02-07,Grapes,₹/kg,112.67
2023-02-07,Lentil,₹/quintal,6876.65
